kcal_scn,SSP_scn,measure,diet_scn,waste_scn,tech_scn,env_item,year,value,,,Environmental analysis:,,,,,,,
2100kcal,SSP1,chg_2010,PSC,full_w,TECH_p,water,2010,11.44637099,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,full_w,TECH_p,water,2030,9.71186674,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,full_w,TECH_p,water,2050,-43.14322436,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,full_w,TECH_p,nitr,2010,-39975.12849,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,full_w,TECH_p,nitr,2030,-27087.38527,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,full_w,TECH_p,nitr,2050,-19141.44234,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,full_w,TECH_p,phos,2010,-9674.474651,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,full_w,TECH_p,phos,2030,-7930.851292,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,full_w,TECH_p,phos,2050,-7203.132346,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,full_w,TECH_p,nitr_splus,2010,-46950.17905,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,full_w,TECH_p,nitr_splus,2030,-41960.42359,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,full_w,TECH_p,nitr_splus,2050,-40914.29313,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,full_w,TECH_p,nitr_sfert,2010,-35063.12599,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,full_w,TECH_p,nitr_sfert,2030,-22135.89669,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,full_w,TECH_p,nitr_sfert,2050,-16329.0041,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,GHGe,2010,-3573.961609,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,GHGe,2030,-3095.1246,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,GHGe,2050,-2842.015519,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,land,2010,-1945.105766,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,land,2030,721.7038681,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,land,2050,2125.645627,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,water,2010,-238.7017101,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,water,2030,162.936089,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,water,2050,338.5725549,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,nitr,2010,-29750.07017,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,nitr,2030,-14135.70623,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,nitr,2050,-5747.600478,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,phos,2010,-4409.065746,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,phos,2030,-1379.477116,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,phos,2050,159.8000014,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,nitr_splus,2010,-35245.19727,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,nitr_splus,2030,-18884.40943,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,nitr_splus,2050,-11041.87119,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,nitr_sfert,2010,-26234.08761,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,nitr_sfert,2030,-3790.004931,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,BMK,nitr_sfert,2050,7029.232304,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,GHGe,2010,-3723.143227,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,GHGe,2030,-3206.326232,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,GHGe,2050,-3049.297172,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,land,2010,-1945.105766,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,land,2030,-1924.732579,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,land,2050,-2181.028663,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,water,2010,-238.7017101,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,water,2030,-246.9404488,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,water,2050,-306.2030879,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,nitr,2010,-29750.07017,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,nitr,2030,-15095.03053,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,nitr,2050,-6704.060463,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,phos,2010,-4409.065746,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,phos,2030,-1579.434825,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,phos,2050,-546.5460844,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,nitr_splus,2010,-35245.19727,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,nitr_splus,2030,-25663.41003,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,nitr_splus,2050,-19979.92419,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,nitr_sfert,2010,-26234.08761,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,nitr_sfert,2030,-10569.00553,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH,nitr_sfert,2050,-1908.820695,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,GHGe,2010,-3762.10533,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,GHGe,2030,-3235.335345,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,GHGe,2050,-3098.625376,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,land,2010,-2079.240853,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,land,2030,-2448.423852,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,land,2050,-3783.128054,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,water,2010,-238.8650134,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,water,2030,-247.544152,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,water,2050,-306.6358153,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,nitr,2010,-51929.19049,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,nitr,2030,-41670.66274,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,nitr,2050,-35796.9837,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,phos,2010,-11128.91689,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,phos,2030,-9714.101426,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,phos,2050,-9197.657056,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,nitr_splus,2010,-58209.61577,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,nitr_splus,2030,-54475.65363,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,nitr_splus,2050,-53900.56541,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,nitr_sfert,2010,-49198.50611,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,nitr_sfert,2030,-39381.24913,,,,,,,,,,
2100kcal,SSP1,chg_2010,PSC,half_w,TECH_p,nitr_sfert,2050,-35829.46191,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,GHGe,2010,-3315.068721,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,GHGe,2030,-2763.790392,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,GHGe,2050,-2435.111478,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,land,2010,15.24589583,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,land,2030,3178.331918,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,land,2050,4984.41509,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,water,2010,58.22840572,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,water,2030,542.0968543,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,water,2050,773.6056554,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,nitr,2010,-13214.41,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,nitr,2030,5629.872321,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,nitr,2050,16311.98878,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,phos,2010,-1602.886014,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,phos,2030,1939.236329,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,phos,2050,3788.244004,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,nitr_splus,2010,-16916.26988,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,nitr_splus,2030,2521.049443,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,nitr_splus,2050,11979.7992,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,nitr_sfert,2010,-6922.599684,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,nitr_sfert,2030,19230.80033,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,BMK,nitr_sfert,2050,32435.27321,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,GHGe,2010,-3482.141611,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,GHGe,2030,-2887.07085,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,GHGe,2050,-2665.894934,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,land,2010,15.24589583,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,land,2030,16.00833871,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,land,2050,-233.5886941,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,water,2010,58.22840572,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,water,2030,44.91630588,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,water,2050,-19.75012513,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,nitr,2010,-13214.41,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,nitr,2030,4559.288094,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,nitr,2050,15352.27179,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,phos,2010,-1602.886014,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,phos,2030,1719.955503,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,phos,2050,3009.29014,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,nitr_splus,2010,-16916.26988,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,nitr_splus,2030,-5028.826466,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,nitr_splus,2050,2032.812095,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,nitr_sfert,2010,-6922.599684,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,nitr_sfert,2030,11680.92442,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH,nitr_sfert,2050,22488.28611,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,GHGe,2010,-3526.26032,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,GHGe,2030,-2919.644682,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,GHGe,2050,-2721.596162,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,land,2010,-131.6167556,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,land,2030,-580.0243052,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,land,2050,-2085.631709,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,water,2010,58.18452413,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,water,2030,44.39848002,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,water,2050,-20.06733756,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,nitr,2010,-40354.22838,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,nitr,2030,-27912.63971,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,nitr,2050,-20357.55112,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,phos,2010,-9725.827021,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,phos,2030,-8064.406263,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,phos,2050,-7419.738944,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,nitr_splus,2010,-44742.49222,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,nitr_splus,2030,-39280.34974,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,nitr_splus,2050,-37917.85301,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,nitr_sfert,2010,-34748.82202,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,nitr_sfert,2030,-22570.59886,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,full_w,TECH_p,nitr_sfert,2050,-17462.379,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,GHGe,2010,-3561.987418,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,GHGe,2030,-3086.524425,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,GHGe,2050,-2837.347174,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,land,2010,-1677.110966,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,land,2030,984.2174198,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,land,2050,2366.623297,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,water,2010,-191.8632762,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,water,2030,216.5188901,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,water,2050,393.9675205,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,nitr,2010,-29994.7365,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,nitr,2030,-14943.15776,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,nitr,2050,-7073.02173,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,phos,2010,-4434.107073,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,phos,2030,-1540.315632,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,phos,2050,-155.1848746,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,nitr_splus,2010,-33160.10836,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,nitr_splus,2030,-16676.76005,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,nitr_splus,2050,-9028.916241,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,nitr_sfert,2010,-25534.43272,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,nitr_sfert,2030,-3866.129902,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,BMK,nitr_sfert,2050,6010.178698,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,GHGe,2010,-3711.434441,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,GHGe,2030,-3197.722144,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,GHGe,2050,-3044.365353,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,land,2010,-1677.110966,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,land,2030,-1744.937459,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,land,2050,-2078.645237,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,water,2010,-191.8632762,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,water,2030,-209.2820081,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,water,2050,-277.1875729,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,nitr,2010,-29994.7365,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,nitr,2030,-15775.89801,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,nitr,2050,-7772.343151,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,phos,2010,-4434.107073,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,phos,2030,-1712.810006,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,phos,2050,-799.8488557,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,nitr_splus,2010,-33160.10836,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,nitr_splus,2030,-23604.78822,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,nitr_splus,2050,-18127.64338,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,nitr_sfert,2010,-25534.43272,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,nitr_sfert,2030,-10794.15807,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH,nitr_sfert,2050,-3088.548437,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,GHGe,2010,-3750.623837,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,GHGe,2030,-3226.845651,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,GHGe,2050,-3093.841367,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,land,2010,-1804.358033,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,land,2030,-2256.843019,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,land,2050,-3663.51852,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,water,2010,-191.9806589,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,water,2030,-209.8295974,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,water,2050,-277.5460552,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,nitr,2010,-52100.45693,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,nitr,2030,-42147.26998,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,nitr,2050,-36544.78158,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,phos,2010,-11141.43755,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,phos,2030,-9780.789017,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,phos,2050,-9324.308442,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,nitr_splus,2010,-55968.83837,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,nitr_splus,2030,-51820.70262,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,nitr_splus,2050,-51040.84268,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,nitr_sfert,2010,-48343.16273,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,nitr_sfert,2030,-39010.07247,,,,,,,,,,
2100kcal,SSP1,chg_2010,VEG,half_w,TECH_p,nitr_sfert,2050,-36001.74774,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,GHGe,2010,-3871.47556,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,GHGe,2030,-3604.123089,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,GHGe,2050,-3403.240945,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,land,2010,-29.03001708,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,land,2030,3127.285442,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,land,2050,4882.929189,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,water,2010,162.4059269,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,water,2030,675.9401033,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,water,2050,913.5862579,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,nitr,2010,-13948.49185,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,nitr,2030,5426.37893,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,nitr,2050,15784.28006,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,phos,2010,-1852.315061,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,phos,2030,1763.69577,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,phos,2050,3535.551909,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,nitr_splus,2010,-13962.29662,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,nitr_splus,2030,7886.562325,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,nitr_splus,2050,17596.03392,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,nitr_sfert,2010,-9513.4792,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,nitr_sfert,2030,17236.11928,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,BMK,nitr_sfert,2050,30021.04105,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,GHGe,2010,-3980.593873,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,GHGe,2030,-3673.783523,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,GHGe,2050,-3527.691843,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,land,2010,-29.03001708,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,land,2030,-76.57418729,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,land,2050,-376.8008746,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,water,2010,162.4059269,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,water,2030,135.9944924,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,water,2050,51.91690875,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,nitr,2010,-13948.49185,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,nitr,2030,4470.345353,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,nitr,2050,15011.90747,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,phos,2010,-1852.315061,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,phos,2030,1568.154788,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,phos,2050,2883.339064,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,nitr_splus,2010,-13962.29662,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,nitr_splus,2030,514.2544569,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,nitr_splus,2050,7792.8952,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,nitr_sfert,2010,-9513.4792,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,nitr_sfert,2030,9863.81141,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH,nitr_sfert,2050,20217.90233,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH_p,GHGe,2010,-4010.824741,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH_p,GHGe,2030,-3693.807637,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH_p,GHGe,2050,-3561.518138,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH_p,land,2010,-171.8744945,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH_p,land,2030,-667.0781919,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH_p,land,2050,-2237.477104,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH_p,water,2010,162.4696501,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH_p,water,2030,135.6402695,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH_p,water,2050,51.78988228,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH_p,nitr,2010,-40868.08567,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH_p,nitr,2030,-27974.89963,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH_p,nitr,2050,-20595.80615,,,,,,,,,,
2100kcal,SSP1,chg_2010,VGN,full_w,TECH_p,phos,2010,-9850.541544,,,,,,,,,,
